sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
19977,A colorful railroad train arriving at a station.,1,AI-Generated,3,SD3,train
19978,A colorful railroad train arriving at a station.,1,AI-Generated,4,DALLE3,train
19979,A colorful railroad train arriving at a station.,1,AI-Generated,5,Midjourney,train
19980,A man riding an elephant into some water of a creek.,0,Real,0,Real,train
19981,A man riding an elephant into some water of a creek.,1,AI-Generated,1,SD21,train
19982,A man riding an elephant into some water of a creek.,1,AI-Generated,2,SDXL,train
19983,A man riding an elephant into some water of a creek.,1,AI-Generated,3,SD3,train
19984,A man riding an elephant into some water of a creek.,1,AI-Generated,4,DALLE3,train
19985,A man riding an elephant into some water of a creek.,1,AI-Generated,5,Midjourney,train
19986,Grey bird in a wooden basket eating bread.,0,Real,0,Real,train
19987,Grey bird in a wooden basket eating bread.,1,AI-Generated,1,SD21,train
19988,Grey bird in a wooden basket eating bread.,1,AI-Generated,2,SDXL,train
19989,Grey bird in a wooden basket eating bread.,1,AI-Generated,3,SD3,train
19990,Grey bird in a wooden basket eating bread.,1,AI-Generated,4,DALLE3,train
19991,Grey bird in a wooden basket eating bread.,1,AI-Generated,5,Midjourney,train
19992,A person kneeling down behind a surfboard on a bike.,0,Real,0,Real,train
19993,A person kneeling down behind a surfboard on a bike.,1,AI-Generated,1,SD21,train
19994,A person kneeling down behind a surfboard on a bike.,1,AI-Generated,2,SDXL,train
19995,A person kneeling down behind a surfboard on a bike.,1,AI-Generated,3,SD3,train
19996,A person kneeling down behind a surfboard on a bike.,1,AI-Generated,4,DALLE3,train
19997,A person kneeling down behind a surfboard on a bike.,1,AI-Generated,5,Midjourney,train
19998,A bike parked next to a red door on the front of a house.,0,Real,0,Real,train
19999,A bike parked next to a red door on the front of a house.,1,AI-Generated,1,SD21,train
20000,A bike parked next to a red door on the front of a house.,1,AI-Generated,2,SDXL,train
20001,A bike parked next to a red door on the front of a house.,1,AI-Generated,3,SD3,train
20002,A bike parked next to a red door on the front of a house.,1,AI-Generated,4,DALLE3,train
20003,A bike parked next to a red door on the front of a house.,1,AI-Generated,5,Midjourney,train
20004,A model standing next to a scooter in the middle of a room of people,0,Real,0,Real,train
20005,A model standing next to a scooter in the middle of a room of people,1,AI-Generated,1,SD21,train
20006,A model standing next to a scooter in the middle of a room of people,1,AI-Generated,2,SDXL,train
20007,A model standing next to a scooter in the middle of a room of people,1,AI-Generated,3,SD3,train
20008,A model standing next to a scooter in the middle of a room of people,1,AI-Generated,4,DALLE3,train
20009,A model standing next to a scooter in the middle of a room of people,1,AI-Generated,5,Midjourney,train
20010,A large older man sitting on a wooden bench in a park.,0,Real,0,Real,train
20011,A large older man sitting on a wooden bench in a park.,1,AI-Generated,1,SD21,train
20012,A large older man sitting on a wooden bench in a park.,1,AI-Generated,2,SDXL,train
20013,A large older man sitting on a wooden bench in a park.,1,AI-Generated,3,SD3,train
20014,A large older man sitting on a wooden bench in a park.,1,AI-Generated,4,DALLE3,train
20015,A large older man sitting on a wooden bench in a park.,1,AI-Generated,5,Midjourney,train
20016,a number of people sitting at tables in a train,0,Real,0,Real,train
20017,a number of people sitting at tables in a train,1,AI-Generated,1,SD21,train
20018,a number of people sitting at tables in a train,1,AI-Generated,2,SDXL,train
20019,a number of people sitting at tables in a train,1,AI-Generated,3,SD3,train
20020,a number of people sitting at tables in a train,1,AI-Generated,4,DALLE3,train
20021,a number of people sitting at tables in a train,1,AI-Generated,5,Midjourney,train
20022,A toilet room in the process of being renovated ,0,Real,0,Real,train
20023,A toilet room in the process of being renovated ,1,AI-Generated,1,SD21,train
20024,A toilet room in the process of being renovated ,1,AI-Generated,2,SDXL,train
20025,A toilet room in the process of being renovated ,1,AI-Generated,3,SD3,train
20026,A toilet room in the process of being renovated ,1,AI-Generated,4,DALLE3,train
20027,A toilet room in the process of being renovated ,1,AI-Generated,5,Midjourney,train
20028,"A person working at an airport, outside of an airplane.",0,Real,0,Real,train
20029,"A person working at an airport, outside of an airplane.",1,AI-Generated,1,SD21,train
20030,"A person working at an airport, outside of an airplane.",1,AI-Generated,2,SDXL,train
20031,"A person working at an airport, outside of an airplane.",1,AI-Generated,3,SD3,train
20032,"A person working at an airport, outside of an airplane.",1,AI-Generated,4,DALLE3,train
20033,"A person working at an airport, outside of an airplane.",1,AI-Generated,5,Midjourney,train
20034,a bell in a tower with a clock underneath,0,Real,0,Real,train
20035,a bell in a tower with a clock underneath,1,AI-Generated,1,SD21,train
20036,a bell in a tower with a clock underneath,1,AI-Generated,2,SDXL,train
20037,a bell in a tower with a clock underneath,1,AI-Generated,3,SD3,train
20038,a bell in a tower with a clock underneath,1,AI-Generated,4,DALLE3,train
20039,a bell in a tower with a clock underneath,1,AI-Generated,5,Midjourney,train
20040,a kitchen that makes food has pots and pans.,0,Real,0,Real,train
20041,a kitchen that makes food has pots and pans.,1,AI-Generated,1,SD21,train
20042,a kitchen that makes food has pots and pans.,1,AI-Generated,2,SDXL,train
20043,a kitchen that makes food has pots and pans.,1,AI-Generated,3,SD3,train
20044,a kitchen that makes food has pots and pans.,1,AI-Generated,4,DALLE3,train
20045,a kitchen that makes food has pots and pans.,1,AI-Generated,5,Midjourney,train
20046,A large group of people and cameraman gathered for a ribbon cutting.,0,Real,0,Real,train
20047,A large group of people and cameraman gathered for a ribbon cutting.,1,AI-Generated,1,SD21,train
20048,A large group of people and cameraman gathered for a ribbon cutting.,1,AI-Generated,2,SDXL,train
20049,A large group of people and cameraman gathered for a ribbon cutting.,1,AI-Generated,3,SD3,train
20050,A large group of people and cameraman gathered for a ribbon cutting.,1,AI-Generated,4,DALLE3,train
20051,A large group of people and cameraman gathered for a ribbon cutting.,1,AI-Generated,5,Midjourney,train
20052,A girl with blue socks sitting on a blue bench.,0,Real,0,Real,train
20053,A girl with blue socks sitting on a blue bench.,1,AI-Generated,1,SD21,train
20054,A girl with blue socks sitting on a blue bench.,1,AI-Generated,2,SDXL,train
20055,A girl with blue socks sitting on a blue bench.,1,AI-Generated,3,SD3,train
20056,A girl with blue socks sitting on a blue bench.,1,AI-Generated,4,DALLE3,train
20057,A girl with blue socks sitting on a blue bench.,1,AI-Generated,5,Midjourney,train
20058,an oven and a small table in a home kitchen,0,Real,0,Real,train
20059,an oven and a small table in a home kitchen,1,AI-Generated,1,SD21,train
20060,an oven and a small table in a home kitchen,1,AI-Generated,2,SDXL,train
20061,an oven and a small table in a home kitchen,1,AI-Generated,3,SD3,train
20062,an oven and a small table in a home kitchen,1,AI-Generated,4,DALLE3,train
20063,an oven and a small table in a home kitchen,1,AI-Generated,5,Midjourney,train
20064,A toilet with plastic over the toilet seat. ,0,Real,0,Real,train
20065,A toilet with plastic over the toilet seat. ,1,AI-Generated,1,SD21,train
20066,A toilet with plastic over the toilet seat. ,1,AI-Generated,2,SDXL,train
20067,A toilet with plastic over the toilet seat. ,1,AI-Generated,3,SD3,train
20068,A toilet with plastic over the toilet seat. ,1,AI-Generated,4,DALLE3,train
20069,A toilet with plastic over the toilet seat. ,1,AI-Generated,5,Midjourney,train
20070,"The back of a large, blue motorcycle and rider",0,Real,0,Real,train
20071,"The back of a large, blue motorcycle and rider",1,AI-Generated,1,SD21,train
20072,"The back of a large, blue motorcycle and rider",1,AI-Generated,2,SDXL,train
20073,"The back of a large, blue motorcycle and rider",1,AI-Generated,3,SD3,train
20074,"The back of a large, blue motorcycle and rider",1,AI-Generated,4,DALLE3,train
20075,"The back of a large, blue motorcycle and rider",1,AI-Generated,5,Midjourney,train
20076,"Inside a restroom stall, a rag floats in the toilet water.",0,Real,0,Real,train
20077,"Inside a restroom stall, a rag floats in the toilet water.",1,AI-Generated,1,SD21,train
20078,"Inside a restroom stall, a rag floats in the toilet water.",1,AI-Generated,2,SDXL,train
20079,"Inside a restroom stall, a rag floats in the toilet water.",1,AI-Generated,3,SD3,train
20080,"Inside a restroom stall, a rag floats in the toilet water.",1,AI-Generated,4,DALLE3,train
20081,"Inside a restroom stall, a rag floats in the toilet water.",1,AI-Generated,5,Midjourney,train
20082,Several different pots place on a stone floor.,0,Real,0,Real,train
20083,Several different pots place on a stone floor.,1,AI-Generated,1,SD21,train
20084,Several different pots place on a stone floor.,1,AI-Generated,2,SDXL,train
20085,Several different pots place on a stone floor.,1,AI-Generated,3,SD3,train
20086,Several different pots place on a stone floor.,1,AI-Generated,4,DALLE3,train
20087,Several different pots place on a stone floor.,1,AI-Generated,5,Midjourney,train
20088,A bicycle leaning against the hull of a boat,0,Real,0,Real,train
20089,A bicycle leaning against the hull of a boat,1,AI-Generated,1,SD21,train
20090,A bicycle leaning against the hull of a boat,1,AI-Generated,2,SDXL,train
20091,A bicycle leaning against the hull of a boat,1,AI-Generated,3,SD3,train
20092,A bicycle leaning against the hull of a boat,1,AI-Generated,4,DALLE3,train
20093,A bicycle leaning against the hull of a boat,1,AI-Generated,5,Midjourney,train
20094,A large airplane flying over a lush green hillside.,0,Real,0,Real,train
20095,A large airplane flying over a lush green hillside.,1,AI-Generated,1,SD21,train
20096,A large airplane flying over a lush green hillside.,1,AI-Generated,2,SDXL,train
20097,A large airplane flying over a lush green hillside.,1,AI-Generated,3,SD3,train
20098,A large airplane flying over a lush green hillside.,1,AI-Generated,4,DALLE3,train
20099,A large airplane flying over a lush green hillside.,1,AI-Generated,5,Midjourney,train
20100,A red and white train traveling along a mountain road.,0,Real,0,Real,train
20101,A red and white train traveling along a mountain road.,1,AI-Generated,1,SD21,train
20102,A red and white train traveling along a mountain road.,1,AI-Generated,2,SDXL,train
20103,A red and white train traveling along a mountain road.,1,AI-Generated,3,SD3,train
20104,A red and white train traveling along a mountain road.,1,AI-Generated,4,DALLE3,train
20105,A red and white train traveling along a mountain road.,1,AI-Generated,5,Midjourney,train
20106,An orange cat standing in front of a glass door.,0,Real,0,Real,train
20107,An orange cat standing in front of a glass door.,1,AI-Generated,1,SD21,train
20108,An orange cat standing in front of a glass door.,1,AI-Generated,2,SDXL,train
20109,An orange cat standing in front of a glass door.,1,AI-Generated,3,SD3,train
20110,An orange cat standing in front of a glass door.,1,AI-Generated,4,DALLE3,train
20111,An orange cat standing in front of a glass door.,1,AI-Generated,5,Midjourney,train
20112,Three urinals in a row in a bathroom.,0,Real,0,Real,train
20113,Three urinals in a row in a bathroom.,1,AI-Generated,1,SD21,train
20114,Three urinals in a row in a bathroom.,1,AI-Generated,2,SDXL,train
20115,Three urinals in a row in a bathroom.,1,AI-Generated,3,SD3,train
20116,Three urinals in a row in a bathroom.,1,AI-Generated,4,DALLE3,train
20117,Three urinals in a row in a bathroom.,1,AI-Generated,5,Midjourney,train
20118,Three people sit on a bench looking out over the water. ,0,Real,0,Real,train
20119,Three people sit on a bench looking out over the water. ,1,AI-Generated,1,SD21,train
20120,Three people sit on a bench looking out over the water. ,1,AI-Generated,2,SDXL,train
20121,Three people sit on a bench looking out over the water. ,1,AI-Generated,3,SD3,train
20122,Three people sit on a bench looking out over the water. ,1,AI-Generated,4,DALLE3,train
20123,Three people sit on a bench looking out over the water. ,1,AI-Generated,5,Midjourney,train
20124,A blurry picture of someone on a bike.,0,Real,0,Real,train
20125,A blurry picture of someone on a bike.,1,AI-Generated,1,SD21,train
20126,A blurry picture of someone on a bike.,1,AI-Generated,2,SDXL,train
20127,A blurry picture of someone on a bike.,1,AI-Generated,3,SD3,train
20128,A blurry picture of someone on a bike.,1,AI-Generated,4,DALLE3,train
20129,A blurry picture of someone on a bike.,1,AI-Generated,5,Midjourney,train
20130,Two sheep standing next to each other in the snow.,0,Real,0,Real,train
20131,Two sheep standing next to each other in the snow.,1,AI-Generated,1,SD21,train
20132,Two sheep standing next to each other in the snow.,1,AI-Generated,2,SDXL,train
20133,Two sheep standing next to each other in the snow.,1,AI-Generated,3,SD3,train
